reference,link,name,brand,image_url,store,screen_size,processor,ram,SSD,HDD,gpu,os,gamer,price
AB1T8EA,https://www.graiet.tn/hp-pc-portable-15-ab1t8ea-celeron-n100-8go-256ssd-uhd-fd-noir.html,Pc Portable HP 15 | Intel Celeron N100 - 8 Go - 256 SSD - Noir,Hp,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/h/p/hp-pc-portable-15-ab1t8ea-celeron-n100-8go-256ssd-uhd-fd-noir.webp,graiet,15.6,Intel Celeron,8,256,0,Intel,FreeDos,0,759.0
886L5EA,https://www.graiet.tn/pc-portable-hp-15-fd0030nk-intel-n100-4go-256ssd-windows-11-gris-charbon.html,Pc Portable HP 15 | Intel N100 - 4 GO - 256 SSD - Gris Charbon,Hp,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-hp-15-fd0030nk-intel-n100-4go-256ssd-windows-11-gris-charbon_1.webp,graiet,15.6,Intel Celeron,4,256,0,Intel,Windows,0,779.0
V3520-I3-512SSD,https://www.graiet.tn/dell-pc-portable-vostro-3520-i3-12e-gen-8go-512ssd-120hz-noir.html,PC Portable Dell Vostro 3520 | Intel i3 12e Génération - 8Go RAM - SSD 512Go - Noir,Dell,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc_portable_dell_vostro_3520_noir_-_ecran_15_6_pouces_full_hd_120hz_-_i3_12e_generation_avec_ssd_512go.webp,graiet,15.6,Intel Core i3,8,512,0,Intel,Ubuntu,0,1019.0
BU-V3520-I3-512SSD-W11,https://www.graiet.tn/pc-portable-dell-vostro-3520-i3-12e-gen-8go-512ssd-120hz-win11.html,Pc Portable DELL  VOSTRO 3520 | Intel i3 - 8 Go - 512 SSD - Noir,Dell,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-16go-512ssd-120hz-noir_2__1_.jpg,graiet,15.6,Intel Core i3,8,512,0,Intel,Windows,0,1039.0
9D6V6EA,https://www.graiet.tn/pc-portable-hp15-9d6v6ea-i3-13e-gen-8go-256ssd-win-11-monlight-blue.html,Pc Portable HP15 | Intel i3 - 8 Go - 256 SSD - Bleu,Hp,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-hp15-9d6v6ea-i3-13e-gen-8go-256ssd-win-11-monlight-blue.webp,graiet,15.6,Intel Core i3,8,256,0,Intel,Windows,0,1039.0
V3520-I3-512SSD-16G,https://www.graiet.tn/dell-pc-portable-vostro-3520-i3-12e-gen-16go-512ssd-120hz-noir.html,Pc Portable DELL VOSTRO 3520 | Intel i3 - 16Go - 512SSD - Noir,Dell,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-dell-vostro-3520-i3-12e-gen-16go-512ssd-120hz-noir_2_.jpg,graiet,15.6,Intel Core i3,16,512,0,Intel,Ubuntu,0,1079.0
X1504VA-NJ739,https://www.graiet.tn/pc-portable-asus-x1504va-intel-core-i3-13e-gen-8-go-ram-512-go-ssd.html,PC Portable ASUS  X1504VA – Intel Core i3 13e Gén / 8 Go RAM / 512 Go SSD,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-x1504va-intel-core-i3-13e-gen-8-go-ram-512-go-ssd.webp,graiet,15.6,Intel Core i3,8,512,0,Intel,FreeDos,0,1099.0
BU-V3520-I3-512SSD-16G-W11,https://www.graiet.tn/pc-portable-dell-vostro-3520-i3-12e-gen-16go-512ssd-120hz-win11.html,"PC Portable DELL Vostro 3520  i3, 16Go, Windows 11 Noir",Dell,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-dell-vostro-3520-intel-core-i3-16go-512ssd-windows-11_3_.webp,graiet,15.6,Intel Core i3,16,512,0,Intel,Windows,0,1099.0
BU-X1504VA-NJ739-W11P,https://www.graiet.tn/pc-portable-asus-x1504va-intel-core-i3-13e-gen-8-go-ram-windows-11.html,PC Portable ASUS X1504VA – Intel Core i3 13e Gén / 8 Go RAM / Windows 11,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-x1504va-intel-core-i3-13e-gen-8-go-ram-windows-11.webp,graiet,15.6,Intel Core i3,8,512,0,Intel,Windows,0,1119.0
B2502CBA-KJ1662,https://www.graiet.tn/asus-pc-portable-expertbook-b2-b2502cba-i3-12e-gen-8go-512ssd-intel-uhd-bleu.html,Pc Portable ASUS EXPERTBOOK | Intel i3 - 8 Go - 512 SSD - Bleu,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-expertbook-b2-b2502cba-i3-12e-gen-8go-512ssd-intel-uhd-bleu_2_.webp,graiet,15.6,Intel Core i3,8,512,0,Nvidia GeForce,Android,0,1129.0
X1504VA-NJ518W,https://www.graiet.tn/asus-pc-portable-vivobook-15-i3-13e-gen-8go-512ssd-win11-bleu.html,Pc Portable ASUS  VIVOBOOK 15 | Intel i3 - 8 Go - 512 SSD - Bleu,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/a/s/asus-pc-portable-vivobook-15-i3-13e-gen-8go-512ssd-win11-bleu.webp,graiet,15.6,Intel Core i3,8,512,0,Intel,Windows,0,1139.0
A2AP0EA,https://www.graiet.tn/hp-pc-portable-15-a2ap0ea-i3-n305-8go-512ssd-fd-naturel-silver.html,Pc Portable HP 15 | Intel i3 - 8 G - 512 SSD - Silver,Hp,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-hp-15-a2ap0ea-i3-n305-8go-512ssd-fd-naturel-silver_5_.webp,graiet,15.6,Intel Core i3,8,512,0,Intel,FreeDos,0,1149.0
B2502CBA-KJ1662-WP,https://www.graiet.tn/pc-portable-asus-expertbook-b2-b2502cba-i3-12e-gen-8go-512ssd-intel-uhd-win11.html,Pc Portable ASUS EXPERTBOOK | Intel i3 - 8 G - 512 SSD - Noir,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-expertbook-b2-b2502cba-i3-12e-gen-8go-512ssd-intel-uhd-bleu_2__2_.webp,graiet,15.6,Intel Core i3,8,512,0,Intel,Windows,0,1149.0
X1504VA-NJ725-16G,https://www.graiet.tn/pc-portable-asus-x1504va-intel-core-i3-13e-gen-16-go-ram-silver.html,PC Portable ASUS  X1504VA – Intel Core i3 13e Gén / 16 Go RAM / Silver,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-x1504va-intel-core-i3-13e-gen-16-go-ram-silver_6_.webp,graiet,15.6,Intel Core i3,16,512,0,Intel,FreeDos,0,1159.0
BU-X1504VA-NJ725-16G-W11P,https://www.graiet.tn/pc-portable-asus-x1504va-i3-13e-gen-16-go-ram-windows-11-silver.html,PC Portable ASUS  X1504VA – i3 13e Gén / 16 Go RAM / Silver,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-x1504va-intel-core-i3-13e-gen-16-go-ram-windows-11-silver_6_.webp,graiet,15.6,Intel Core i3,16,512,0,Intel,Windows,0,1179.0
BU-X1504VA-NJ739-24G-S,https://www.graiet.tn/pc-portable-asus-x1504va-intel-core-i3-13e-gen-24-go-ram-512-go-ssd.html,PC Portable ASUS  X1504VA – Intel Core i3 13e Gén / 24 Go RAM / 512 Go SSD,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-x1504va-intel-core-i3-13e-gen-24-go-ram-512-go-ssd_2_.webp,graiet,15.6,Intel Core i3,24,512,0,Intel,FreeDos,0,1189.0
X1504VA-NJ518W-16G,https://www.graiet.tn/pc-portable-asus-vivobook-15-i3-13e-gen-16go-512ssd-win11-bleu.html,Pc Portable ASUS VIVOBOOK 15 Intel i3 | 16 Go - 512 SSD - Bleu,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/a/s/asus-pc-portable-vivobook-15-i3-13e-gen-8go-512ssd-win11-bleu_1__1.webp,graiet,15.6,Intel Core i3,16,512,0,Intel,Windows,0,1199.0
A2AN9EA-16G,https://www.graiet.tn/pc-portable-hp-15-a2an9ea-i3-n305-16go-512ssd-uhd-fd-gold.html,Pc Portable HP 15 Intel i3 | 16 Go - 512 SSD - Gold,Hp,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-hp-15-i3-n305-16g-512ssd-intel-uhd-fd-gold_3_.webp,graiet,15.6,Intel Core i3,16,512,0,Intel,Android,0,1205.0
BU-X1504VA-NJ739-24G-W11P,https://www.graiet.tn/pc-portable-asus-x1504va-intel-core-i3-13e-gen-24-go-ram-windows-11.html,PC Portable ASUS  X1504VA – Intel Core i3 13e Gén / 24 Go RAM / Windows 11,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-x1504va-intel-core-i3-13e-gen-24-go-ram-windows-11_2_.webp,graiet,15.6,Intel Core i3,24,512,0,Intel,Windows,0,1209.0
B2502CBA-KJ1662-16G,https://www.graiet.tn/pc-portable-asus-expertbook-b2-b2502cba-i3-12e-gen-16go-512ssd-intel-uhd.html,Pc Portable ASUS EXPERTBOOK B2 | Intel i3 - 16 Go - 512 SSD - Noir,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-expertbook-b2-b2502cba-i3-12e-gen-8go-512ssd-intel-uhd-bleu_2__1_.webp,graiet,15.6,Intel Core i3,16,512,0,Intel,Windows,0,1229.0
B2502CBA-KJ1662-16G-WP,https://www.graiet.tn/pc-portable-asus-expertbook-b2-b2502cba-i3-12e-gen-16go-512ssd-intel-uhd-win11.html,Pc Portable ASUS EXPERTBOOK | Intel i3 - 16 Go - 512 SSD - Noir,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-expertbook-b2-b2502cba-i3-12e-gen-8go-512ssd-intel-uhd-bleu_2__2__1.webp,graiet,15.6,Intel Core i3,16,512,0,Intel,Windows,0,1249.0
X1504VA-NJ784W,https://www.graiet.tn/asus-pc-portable-ultra-3-i3-100u-8go-512ssd-win11-quiet-blue.html,Pc Portable ASUS ULTRA 3 | Intel i3 - 8 Go - 512 SSD - Bleu,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-ultra-3-100u-8go-512ssd-win11-quiet-blue_3_.webp,graiet,15.6,Intel Core i3,8,512,0,Intel,Windows,0,1259.0
B2502CBA-KJ1662-24G,https://www.graiet.tn/pc-portable-asus-expertbook-b2-b2502cba-i3-12e-gen-24go-512ssd-intel-uhd.html,Pc Portable ASUS EXPERTBOOK | Intel i3 - 24 Go - 512 SSD - Windows non inclus - Noir,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-expertbook-b2-b2502cba-i3-12e-gen-8go-512ssd-intel-uhd-bleu_2__1__1.webp,graiet,15.6,Intel Core i3,24,512,0,Intel,Windows,0,1269.0
B2502CBA-KJ1662-24G-WP,https://www.graiet.tn/pc-portable-asus-expertbook-b2-b2502cba-i3-12e-gen-24go-512ssd-win11.html,Pc Portable ASUS EXPERTBOOK | Intel i3 - 24 Go - 512 SSD - Noir,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-expertbook-b2-b2502cba-i3-12e-gen-8go-512ssd-intel-uhd-bleu_2__2__2.webp,graiet,15.6,Intel Core i3,24,512,0,Intel,Windows,0,1289.0
82VG00NXFG-2Y,https://www.graiet.tn/lenovo-pc-portable-ip-ryzen-5-7520u-16go-512ssd-win11-gris.html,Pc Portable LENOVO | AMD RYZEN 5 - 16Go - 512SSD - Gris,Lenovo,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-ideapad-ryzen-5-7520u-16go-512ssd-win11-gris_1_.webp,graiet,15.6,Helio G99,16,512,0,Intel,FreeDos,0,1289.0
82XQ00M7FG,https://www.graiet.tn/pc-portable-lenovo-ideapad-slim-3-i5-13e-gen-16go-512ssd-fd-sacoche.html,PC PORTABLE LENOVO IDEAPAD SLIM 3 | 16 Go - 512 SSD - Silver,Lenovo,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-ideapad-slim-3-i5-13e-gen-16go-512ssd-fd-sacoche.webp,graiet,15.6,Helio G99,16,512,0,AMD,FreeDos,0,1299.0
X1504VA-NJ1000W-16G,https://www.graiet.tn/pc-portable-asus-vivobook-15-x1504va-i3-13e-gen-16go-win11-avec-sac-a-dos.html,Pc Portable ASUS VIVOBOOK 15 | Intel i3 - 16 Go - 512 SSD - Silver,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-vivobook-asus-15-x1504va-i3-13e-gen-8go-512ssd-win11-avec-sac-a-dos_1__1.webp,graiet,15.6,Intel Core i3,16,512,0,Intel,Windows,0,1299.0
X1504VA-NJ784W-16G,https://www.graiet.tn/pc-portable-asus-ultra-3-i3-100u-8go-512ssd-win-11.html,Pc Portable ASUS ULTRA 3 | Intel i3 - 16 Go - 512 SSD - Silver,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-ultra-3-100u-8go-512ssd-win11-quiet-blue_5__1.webp,graiet,15.6,Helio G99,16,512,0,Intel,Windows,0,1339.0
845B6EA,https://www.graiet.tn/pc-portable-hp15-ryzen-5-7520-8go-512ssd-win-11-nateurel-silver.html,Pc Portable HP 15 RYZEN 5 | 8GO - 512SSD - SILVER,Hp,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-hp15-ryzen-5-7520-8go-512ssd-win-11-nateurel-silver_2_.webp,graiet,15.6,Helio G99,8,512,0,AMD,Windows,0,1339.0
886J7EA,https://www.graiet.tn/hp-pc-portable-15-fc0017nk-ryzen-5-7520u-8go-512ssd-silver.html,Pc Portable HP 15 | 8GO - 512SSD - SILVER,Hp,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-hp-15-fc0017nk-ryzen-5-7520u-8go-512ssd-silver-886j7ea.webp,graiet,15.6,Helio G99,8,512,0,Intel,Windows,0,1339.0
X1504VA-NJ784W-24G,https://www.graiet.tn/pc-portable-asus-ultra-3-i3-100u-24go-512ssd-win-11.html,Pc Portable ASUS ULTRA 3 | Intel i3 - 24 Go - 512 SSD - Bleu,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-ultra-3-100u-8go-512ssd-win11-quiet-blue_5__1_1.webp,graiet,15.6,Intel Core i3,24,512,0,Intel,Windows,0,1389.0
V3520-I5-512SSD,https://www.graiet.tn/dell-pc-portable-vostro-3520-i5-12e-gen-8go-512ssd-120hz-noir.html,Pc Portable DELL VOSTRO 3520 | Intel i5 - 8 Go - 512 SSD - Noir,Dell,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-dell-vostro-3520-i5-12e-gen-8go-512ssd-120hz-noir_4_.jpg,graiet,15.6,Intel Core i5,8,512,0,Intel,Ubuntu,0,1389.0
82QD00E4FG,https://www.graiet.tn/lenovo-pc-portable-ideapad-15iau7-i5-12e-gen-8go-512ssd-fd-gris-avec-sacoche.html,PC Portable LENOVO IdeaPad 1 | Intel i5 - 8 Go - 512Go SSD - Gris,Lenovo,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-ideapad-15iau7-i5-12e-gen-8go-512ssd-fd-gris-avec-sacoche_2_.webp,graiet,15.6,Intel Core i5,8,512,0,Intel,FreeDos,0,1419.0
V3520-I5-512SSD-16G,https://www.graiet.tn/dell-pc-portable-vostro-3520-i5-12e-gen-16go-512ssd-120hz-noir.html,Pc Portable DELL VOSTRO 3520 | Intel i5 - 16 Go - 512 SSD - Noir,Dell,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-dell-vostro-3520-i5-12e-gen-16go-512ssd-120hz-noir_4_.jpg,graiet,15.6,Intel Core i5,16,512,0,Intel,Ubuntu,0,1459.0
V3520-I5-512SSD-16G,https://www.graiet.tn/pc-portable-dell-vostro-3520-i5-12e-gen-16go-512ssd-120hz-windows-11.html,Pc Portable DELL VOSTRO 3520 | Intel i5 - 16 Go - 512 SSD - Noir,Dell,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-dell-vostro-3520-i5-12e-gen-16go-512ssd-120hz-noir_4_.webp,graiet,15.6,Intel Core i5,16,512,0,Intel,Windows,0,1479.0
82R400RXFG,https://www.graiet.tn/lenovo-pc-portable-amd-ryzen-7-5700-8go-512ssd-fd-avec-sacoche.html,Pc Portable LENOVO RYZEN 7 | 8 Go - 512 SSD - Windows non inclus - Silver,Lenovo,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/l/e/lenovo-pc-portable-amd-ryzen-7-5700-8go-512ssd-fd-avec-sacoche.webp,graiet,15.6,Helio G99,8,512,0,AMD,FreeDos,0,1499.0
82QD00E4FG-16G,https://www.graiet.tn/pc-portable-lenovo-idea-pad-15iau7-i5-12e-gen-16go-512ssd-fd-gris-avec-sacoche.html,Pc Portable LENOVO IDEA Pad 15IAU7 | i5 12é Gén - 16Go- 512SSD - FD| Gris Avec Sacoche,Lenovo,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-ideapad-15iau7-i5-12e-gen-8go-512ssd-fd-gris-avec-sacoche_2__1.webp,graiet,15.6,Intel Core i5,16,512,0,Intel,FreeDos,0,1499.0
83A1009HFE,https://www.graiet.tn/lenovo-pc-portable-v15-g4-iru-i5-13e-gen-8go-512ssd-fd-noir-avec-sacoche.html,Pc Portable LENOVO V15 G4 IRU | Intel i5 - 8 Go - 512 SSD - Noir,Lenovo,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-v15-g4-iru-i5-13e-gen-8go-512ssd-fd-noir-avec-sacoche.webp,graiet,15.6,Intel Core i3,8,512,0,Intel,FreeDos,0,1539.0
83ER00H5FG-2Y,https://www.graiet.tn/pc-portable-lenovo-idea-pad-slim-3-i5-12e-gen-16go-512ssd-fd-sacoche.html,Pc Portable LENOVO IDEA Pad Slim 3 |i5 12é Gén-16Go-512SSD-FD | + Sacoche,Lenovo,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/8/3/83er0098sa-traditional-laptops-45113011011748.webp,graiet,15.6,Intel Core i5,16,512,0,Intel,FreeDos,0,1539.0
X1502VA-NJ722W,https://www.graiet.tn/pc-portable-asus-x1502va-i5-13e-gen-8go-ram-512go-ssd-silver.html,PC Portable ASUS X1502VA – Intel Core i5 / 8 Go RAM / 512 SSD / Silver,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-vivobook-x1502va-i5-13e-gen-8go-ram-512go-ssd-silver_2_.webp,graiet,15.6,Intel Core i3,8,512,0,Intel,Windows,0,1569.0
83EM00GMFG-2Y,https://www.graiet.tn/pc-portable-lenovo-ideapad-slim-3-i5-13e-gen-16go-512ssd-avec-sacoche.html,Pc Portable LENOVO IDEAPAD Slim 3 | i5 13é Gén - 16Go - 512SSD| Avec Sacoche,Lenovo,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/l/e/lenovo-pc-portable-ideapad-slim-3-i5-13e-gen-16go.webp,graiet,15.6,Intel Core i5,16,512,0,Intel,FreeDos,0,1589.0
X1502VA-NJ147W,https://www.graiet.tn/asus-pc-portable-vivobook-15-i5-13e-8go-512ssd-win-11-bleu.html,Pc Portable ASUS VIVOBOOK 15 | Intel i5 - 8 Go - 512Go SSD - Bleu,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-vivobook-15-i5-13e-8go-512ssd-win-11-bleu_6_.jpg,graiet,15.6,Intel Core i5,8,512,0,Intel,Windows,0,1599.0
X1502VA-NJ722W-16G,https://www.graiet.tn/pc-portable-asus-x1502va-intel-core-i5-16-go-ram-512-ssd-silver.html,PC Portable ASUS X1502VA – Intel Core i5 / 16 Go RAM / 512 SSD / Silver,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-x1502va-intel-core-i5-16-go-ram-512-ssd-silver.webp,graiet,15.6,Intel Core i3,16,512,0,Intel,Windows,0,1609.0
83A1009HFE-16G,https://www.graiet.tn/lenovo-pc-portable-v15-g4-iru-i5-13e-gen-16go-512ssd-fd-noir-avec-sacoche.html,Pc Portable LENOVO V15 G4 IRU | Intel i5 - 16 Go - 512 SSD - Noir,Lenovo,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-v15-g4-iru-intel-i5-16go-512ssd-free-dos-noir-avec-sacoche-t210_2_.webp,graiet,15.6,Intel Core i3,16,512,0,Intel,FreeDos,0,1629.0
X1502VA-NJ722W-24G,https://www.graiet.tn/pc-portable-asus-x1502va-intel-core-i5-24go-ram-512ssd-silver.html,PC Portable ASUS X1502VA – Intel Core i5 / 24Go RAM / 512SSD / Silver,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-x1502va-intel-core-i5-24go-ram-512ssd-silver.webp,graiet,15.6,Intel Core i3,24,512,0,Nvidia GeForce,Windows,0,1639.0
X1502VA-NJ147W-16G,https://www.graiet.tn/asus-pc-portable-vivobook-15-i5-13e-16go-512ssd-win-11-bleu.html,Pc Portable ASUS VIVOBOOK 15 | Intel i5 - 16 Go - 512 SSD - Bleu,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-vivobook-15-i5-13e-8go-512ssd-win-11-bleu_6__1_.jpg,graiet,15.6,Intel Core i3,16,512,0,Intel,Windows,0,1669.0
2R0M4EA,https://www.graiet.tn/hp-pc-portable-15-dw3012nk-i5-1135-4g-1t-noir.html,Pc Portable HP 15 | Intel i5 - 8 Go - 1 TO - Noir,Hp,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/g/_/g_1.png,graiet,15.6,Intel Core i3,8,0,1024,Nvidia GeForce,Windows,0,1699.0
9D6W1EA-16G,https://www.graiet.tn/hp-pc-portable-15-9d6w1ea-i5-1334u-16go-512ssd-win-11-gold.html,Pc Portable HP 15 | Intel i5 - 16 Go - 512 SSD - Doré,Hp,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-hp-15-9d6w1ea-i5-1334u-8go-512ssd-win-11-gold_1_.webp,graiet,15.6,Intel Core i5,16,512,0,Intel,Windows,0,1699.0
S-X1502VA-NJ231W-16G,https://www.graiet.tn/asus-pc-portable-vivobook-15-i5-13e-gen-16go-512ssd-win-11-silver.html,Pc Portable ASUS VIVOBOOK 15 | Intel i5 - 16 Go - 512 SSD - Silver,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-vivobook-15-i5-13e-gen-16go-512ssd-win-11-silver.webp,graiet,15.6,Intel Core i3,16,512,0,Intel,Windows,0,1699.0
X1502VA-NJ147W-24,https://www.graiet.tn/pc-portable-asus-vivobook-15-x1502va-i5-24-go-512-ssd-bleu.html,PC Portable ASUS VivoBook 15 – Intel Core i5 / 24 Go / 512 SSD / Bleu,Asus,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-asus-vivobook-15-x1502va-i5-24-go-512-ssd-bleu_4_.webp,graiet,15.6,Intel Core i3,24,512,0,Intel,FreeDos,0,1699.0
82XM00H6FG-2Y,https://www.graiet.tn/lenovo-pc-portable-ideapad-slim-3-ryzen-7-7730u-16go-512ssd-gris.html,Pc Portable LENOVO Slim 3 | AMD Ryzen 7 - 16 Go - 512 SSD - Free Dos - Gris,Lenovo,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-lenovo-ideapad-slim-3-ryzen-7-7730u-16go-512ssd-gris.webp,graiet,15.6,Helio G99,16,512,0,AMD,FreeDos,0,1699.0
82SF00FBFG,https://www.graiet.tn/lenovo-pc-portable-ideapad-5-i7-11gen-8go-512ssd-mx450-2go-fd-82fg00w4fe.html,Pc Portable LENOVO IDEAPAD 5 | Intel Core i7 - 8 Go - 512 SSD  - Gris,Lenovo,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/l/e/lenovo_pc_portable_ideapad_5_15itl05_i7_11g_n8go512ssdmx450_2gofd_gris_82fg00w4fe.png,graiet,15.6,Intel Core i7,8,512,0,Nvidia GeForce,FreeDos,0,1699.0
BU-A2AN8EA-24G,https://www.graiet.tn/pc-portable-hp-15-9d6w0ea-i5-1334u-24go-512ssd-intel-iris-xe-win11-silver.html,Pc Portable HP 15 | Intel i5 - 24 Go - 512 SSD - Silver,Hp,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-hp-15-i3-n305-32go-512go-ssd-silver-or-chaud_1.jpg,graiet,15.6,Intel Core i5,24,512,0,Intel,Windows,0,1749.0
A2AN8EA,https://www.graiet.tn/hp-pc-portable-hp-15-fd0045nk-i5-13e-gen-8go-512ssd-mx570-win11-gold.html,Pc Portable HP 15 | Intel i5 - 8 Go - 512 SSD - Doré,Hp,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/p/c/pc-portable-hp-15-fd0045nk-i5-13e-gen-8go-512ssd-mx570-win11-gold.webp,graiet,15.6,Intel Core i3,8,512,0,Nvidia GeForce,Windows,0,1869.0
9D6W1EA-32G,https://www.graiet.tn/hp-pc-portable-15-9d6w1ea-i5-1334u-32go-512ssd-win-11-gold.html,Pc Portable HP 15  | Intel i5 - 32 Go - 512 SSD -  Doré,Hp,https://www.graiet.tn/media/catalog/product/cache/595488aa9cf14b0e44a19e9859f2c227/h/p/hp-pc-portable-15-9d6w1ea-i5-1334u-32go-512ssd-win11-gold_1_.webp,graiet,15.6,Intel Core i5,32,512,0,Intel,Windows,0,1869.0
